"characterCount","wordCount","syllableCount","sentenceCount","sectionCount","subsectionCount","paragraphCount","meanSectionSize","meanParagraphSize","largestSectionSize","shortestSectionSize","largestShortestSectionRatio","sectionSizeStandardDeviation","meanOfSubsectionsPerSection","abstractSize","abstractSizeArtcileLengthRatio","citationCount","citationCountPerSentence","citationCountPerSection","externalLinksCount","externalLinksPerSentence","externalLinksPerSection","imageCount","imagePerSentence","imagePerSection","meanSentenceSize","largestSentenceSize","shortestSentenceSize","largeSentenceRate","shortSentenceRate","questionCount","questionRatio","exclamationCount","exclamationRatio","toBeVerbCount","toBeVerbRatio","toBeVerbPerSentence","toBeVerbRate","automatedReadabilityIndex","colemanLiauIndex","fleshReadingEase","fleschKincaidGradeLevel","gunningFogIndex","lasbarhetsIndex","smogGrading","linsearWriteFormula","daleChallReadabilityFormula","differentWordCount","differentWordsPerSentence","differentWordsRate","nounCount","nounsPerSentence","nounsRate","differentNounCount","differentNounsPerSentence","differentNounsRate","verbCountentence","verbsRate","differentVerbCount","differentVerbsPerSentence","differentVerbsRate","pronounCount","pronounsPerSentence","pronounsRate","differentPronounCount","differentPronounsPerSentence","differentPronounsRate","adjectiveCount","adjectivesPerSentence","differentAdjectiveCount","differentAdjectivesPerSentence","differentAdjectivesRate","adverbCount","adverbsPerSentence","adverbsRate","differentAdverbCount","differentAdverbsPerSentence","differentAdverbsRate","coordinatingConjunctionCount","coordinatingConjunctionsPerSentence","coordinatingConjunctionsRate","differentCoordinatingConjunctionCount","differentCoordinatingConjunctionsPerSentence","differentCoordinatingConjunctionsRate","subordinatingPrepositionAndConjunctionCount","subordinatingPrepositionsAndConjunctionsPerSentence","subordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionAndConjunctionCount","differentSubordinatingPrepositionsAndConjunctionsPerSentence","differentSubordinatingPrepositionsAndConjunctionsRate","syllablesPerWord","charactersPerWord","qualityClass"
1126,221,388,11,1,0,2,1126,110.5,66585,3,22195,4048.164832,0,1095,0.972469,0,0,0,4,0.363636,4,0,0,0,20.090909,38,11,0.181818,0.181818,0,0,0,0,5,0.294118,0.454545,0.022624,12.613011,12.68543,37.91422,12.962197,60395.909667,225936.516214,998.052401,5.227273,52204.22957,141,12.818182,0.638009,83,7.545455,0.375566,68,6.181818,0.307692,,0.076923,23,2.090909,0.104072,2,0.181818,0.00905,1,0.090909,0.004525,19,1.727273,16,1.454545,0.072398,5,0.454545,0.022624,5,0.454545,0.022624,10,0.909091,0.909091,2,0.181818,0.00905,17,1.545455,0.076923,7,0.636364,0.031674,1.755656,5.095023,2
2767,497,935,18,3,0,9,922.333333,55.222222,66585,3,22195,4046.659296,0,1095,0.395735,9,0.5,3,9,0.5,3,0,0,0,27.611111,96,14,0.222222,0.555556,0,0,0,0,18,0.545455,1,0.036217,18.59803,15.864306,19.652781,17.377529,26873.499173,100520.648558,781.039773,2.638889,23223.35909,266,14.777778,0.535211,197,10.944444,0.396378,121,6.722222,0.243461,,0.066398,37,2.055556,0.074447,6,0.333333,0.012072,3,0.166667,0.006036,52,2.888889,39,2.166667,0.078471,14,0.777778,0.028169,13,0.722222,0.026157,35,1.944444,1.944444,2,0.111111,0.004024,57,3.166667,0.114688,15,0.833333,0.030181,1.881288,5.567404,2
602,132,198,5,3,0,3,200.666667,44,66585,3,22195,4045.526663,0,1095,1.818937,0,0,0,2,0.4,0.666667,0,0,0,26.4,52,11,0.2,0.4,0,0,0,0,5,0.625,1,0.037879,13.250455,9.895152,53.139,12.406,101156.317576,378419.614719,1479.143992,11.1,87431.783516,86,17.2,0.651515,53,10.6,0.401515,38,7.6,0.287879,,0.060606,9,1.8,0.068182,0,0,0,0,0,0,7,1.4,7,1.4,0.05303,4,0.8,0.030303,4,0.8,0.030303,4,0.8,0.8,1,0.2,0.007576,13,2.6,0.098485,9,1.8,0.068182,1.5,4.560606,2
982,209,319,11,4,3,6,245.5,34.833333,66585,3,22195,4043.985944,0.75,1095,1.115071,4,0.363636,1,5,0.454545,1.25,0,0,0,19,33,11,0.181818,0.272727,0,0,0,0,7,0.411765,0.636364,0.033493,10.200239,10.269665,58.423684,9.830526,63893.724402,239029.474052,998.293913,4.681818,55227.875168,115,10.454545,0.550239,77,7,0.368421,46,4.181818,0.220096,,0.08134,15,1.363636,0.07177,3,0.272727,0.014354,2,0.181818,0.009569,9,0.818182,9,0.818182,0.043062,3,0.272727,0.014354,3,0.272727,0.014354,4,0.363636,0.363636,1,0.090909,0.004785,22,2,0.105263,10,0.909091,0.047847,1.526316,4.698565,2
11972,2215,4053,80,6,1,26,1995.333333,85.192308,66585,3,22195,4040.624242,0.166667,1095,0.091463,34,0.425,5.666667,10,0.125,1.666667,0,0,0,27.6875,125,7,0.2,0.425,2,0.025,0,0,62,0.360465,0.775,0.027991,17.871141,14.912126,23.931375,16.799728,6049.431659,22613.420372,372.460466,-0.11875,5222.396491,822,10.275,0.371106,686,8.575,0.309707,334,4.175,0.15079,,0.077652,145,1.8125,0.065463,74,0.925,0.033409,11,0.1375,0.004966,196,2.45,126,1.575,0.056885,78,0.975,0.035214,43,0.5375,0.019413,88,1.1,1.1,3,0.0375,0.001354,286,3.575,0.12912,22,0.275,0.009932,1.829797,5.404966,2
566,107,210,7,2,0,3,283,35.666667,66585,3,22195,4039.841307,0,1095,1.934629,4,0.571429,2,5,0.714286,2.5,0,0,0,15.285714,34,6,0.142857,0.285714,0,0,0,0,6,0.857143,0.857143,0.056075,11.127437,13.367103,25.282617,13.530307,125018.076903,467653.944964,1251.758612,12.214286,108017.734298,59,8.428571,0.551402,43,6.142857,0.401869,28,4,0.261682,,0.065421,9,1.285714,0.084112,0,0,0,0,0,0,3,0.428571,3,0.428571,0.028037,1,0.142857,0.009346,1,0.142857,0.009346,6,0.857143,0.857143,1,0.142857,0.009346,15,2.142857,0.140187,7,1,0.065421,1.962617,5.28972,2
365,64,123,4,2,0,2,182.5,32,66585,3,22195,4039.095214,0,1095,3,2,0.5,1,1,0.25,0.5,0,0,0,16,21,8,0,0.25,0,0,0,0,6,0.857143,1.5,0.09375,13.431719,15.884375,28.004375,13.328125,209022.65,781895.6875,1654.957609,21.875,180598.854319,47,11.75,0.734375,30,7.5,0.46875,27,6.75,0.421875,,0.109375,6,1.5,0.09375,0,0,0,0,0,0,4,1,4,1,0.0625,1,0.25,0.015625,1,0.25,0.015625,4,1,1,1,0.25,0.015625,5,1.25,0.078125,3,0.75,0.046875,1.921875,5.703125,2
1204,244,403,10,2,0,3,602,81.333333,66585,3,22195,4038.200515,0,1095,0.909468,11,1.1,5.5,9,0.9,4.5,0,0,0,24.4,57,9,0.2,0.4,0,0,0,0,11,0.6875,1.1,0.045082,14.011148,12.001311,42.340311,13.415344,54841.399344,205135.465574,1047.910587,5.95,47380.86506,152,15.2,0.622951,80,8,0.327869,58,5.8,0.237705,,0.065574,20,2,0.081967,2,0.2,0.008197,1,0.1,0.004098,32,3.2,24,2.4,0.098361,10,1,0.040984,10,1,0.040984,11,1.1,1.1,2,0.2,0.008197,28,2.8,0.114754,10,1,0.040984,1.651639,4.934426,2
1402,288,459,13,4,0,4,350.5,72,66585,3,22195,4036.585205,0,1095,0.781027,6,0.461538,1.5,5,0.384615,1.25,0,0,0,22.153846,51,9,0.153846,0.384615,0,0,0,0,14,0.636364,1.076923,0.048611,12.575465,11.488056,49.517596,11.85625,46468.861538,173820.764957,919.516503,4.115385,40149.494497,179,13.769231,0.621528,99,7.615385,0.34375,74,5.692308,0.256944,,0.076389,22,1.692308,0.076389,11,0.846154,0.038194,3,0.230769,0.010417,17,1.307692,16,1.230769,0.055556,8,0.615385,0.027778,8,0.615385,0.027778,11,0.846154,0.846154,3,0.230769,0.010417,39,3,0.135417,14,1.076923,0.048611,1.59375,4.868056,2
358,72,128,3,1,0,1,358,72,66585,3,22195,4036.177838,0,1095,3.058659,0,0,0,1,0.333333,1,0,0,0,24,44,13,0.333333,0.666667,0,0,0,0,1,0.25,0.333333,0.013889,13.989167,12.203333,32.075,14.747778,185857.377778,695244.833333,1910.781517,22.5,160591.758567,58,19.333333,0.805556,29,9.666667,0.402778,27,9,0.375,,0.055556,7,2.333333,0.097222,0,0,0,0,0,0,7,2.333333,7,2.333333,0.097222,1,0.333333,0.013889,1,0.333333,0.013889,2,0.666667,0.666667,1,0.333333,0.013889,9,3,0.125,6,2,0.083333,1.777778,4.972222,2
4630,892,1503,41,4,2,12,1157.5,74.333333,66585,3,22195,4034.174596,0.5,1095,0.236501,23,0.560976,5.75,21,0.512195,5.25,2,0,0.5,21.756098,51,7,0.170732,0.292683,0,0,0,0,33,0.492537,0.804878,0.036996,13.895695,13.36009,42.203458,12.777613,15017.043246,56169.037469,519.274166,0.743902,12974.943775,406,9.902439,0.455157,395,9.634146,0.442825,220,5.365854,0.246637,,0.075112,39,0.95122,0.043722,14,0.341463,0.015695,4,0.097561,0.004484,74,1.804878,50,1.219512,0.056054,26,0.634146,0.029148,21,0.512195,0.023543,22,0.536585,0.536585,3,0.073171,0.003363,115,2.804878,0.128924,27,0.658537,0.030269,1.684978,5.190583,2
3315,581,1171,26,6,0,8,552.5,72.625,66585,3,22195,4031.544099,0,1095,0.330317,3,0.115385,0.5,6,0.230769,1,4,0,0.666667,22.346154,81,7,0.230769,0.5,0,0,0,0,16,0.457143,0.615385,0.027539,16.616829,16.424785,13.643155,16.907788,23063.46514,86267.440818,651.456591,2.019231,19925.392563,291,11.192308,0.500861,252,9.692308,0.433735,166,6.384615,0.285714,,0.060241,29,1.115385,0.049914,4,0.153846,0.006885,2,0.076923,0.003442,40,1.538462,33,1.269231,0.056799,14,0.538462,0.024096,11,0.423077,0.018933,26,1,1,3,0.115385,0.005164,75,2.884615,0.129088,15,0.576923,0.025818,2.015491,5.70568,2
10857,2121,3794,95,11,7,38,987,55.815789,66585,3,22195,4026.390114,0.636364,1095,0.100857,75,0.789474,6.818182,64,0.673684,5.818182,1,0,0.090909,22.326316,80,2,0.168421,0.326316,0,0,0,0,57,0.377483,0.6,0.026874,13.842762,12.972824,32.843096,14.224854,6333.022936,23676.22713,342.537491,-0.205263,5468.143442,778,8.189474,0.366808,814,8.568421,0.383781,407,4.284211,0.191891,,0.071193,135,1.421053,0.063649,27,0.284211,0.01273,6,0.063158,0.002829,116,1.221053,65,0.684211,0.030646,44,0.463158,0.020745,22,0.231579,0.010372,51,0.536842,0.536842,2,0.021053,0.000943,268,2.821053,0.126355,33,0.347368,0.015559,1.788779,5.118812,2
608,116,226,6,3,0,4,202.666667,29,66585,3,22195,4025.268119,0,1095,1.800987,2,0.333333,0.666667,2,0.333333,0.666667,0,0,0,19.333333,37,10,0.333333,0.5,0,0,0,0,5,0.625,0.833333,0.043103,12.923563,13.488276,22.387529,14.939655,115652.905747,432566.571429,1353.745639,14.25,99906.836468,73,12.166667,0.62931,42,7,0.362069,33,5.5,0.284483,,0.068966,10,1.666667,0.086207,0,0,0,0,0,0,12,2,10,1.666667,0.086207,3,0.5,0.025862,3,0.5,0.025862,5,0.833333,0.833333,2,0.333333,0.017241,17,2.833333,0.146552,5,0.833333,0.043103,1.948276,5.241379,2
4052,794,1349,37,2,5,14,2026,56.714286,66585,3,22195,4024.212763,2.5,1095,0.270237,6,0.162162,3,4,0.108108,2,2,0,1,21.459459,49,3,0.108108,0.351351,0,0,0,0,17,0.34,0.459459,0.021411,13.336153,12.827909,41.318888,12.8273,16912.059854,63244.633263,547.145937,1.040541,14608.382678,360,9.72973,0.453401,280,7.567568,0.352645,150,4.054054,0.188917,,0.062972,40,1.081081,0.050378,6,0.162162,0.007557,1,0.027027,0.001259,82,2.216216,65,1.756757,0.081864,23,0.621622,0.028967,17,0.459459,0.021411,31,0.837838,0.837838,3,0.081081,0.003778,70,1.891892,0.088161,13,0.351351,0.016373,1.698992,5.103275,2
1359,261,468,22,3,0,5,453,52.2,66585,3,22195,4022.976661,0,1095,0.80574,9,0.409091,3,3,0.136364,1,1,0,0.333333,11.863636,31,1,0.272727,0.363636,0,0,0,0,15,0.681818,0.681818,0.057471,9.026301,12.321533,43.096857,10.195439,51436.163079,192376.614594,708.695841,2.340909,44437.405933,152,6.909091,0.582375,88,4,0.337165,60,2.727273,0.229885,,0.084291,20,0.909091,0.076628,1,0.045455,0.003831,1,0.045455,0.003831,28,1.272727,28,1.272727,0.10728,17,0.772727,0.065134,12,0.545455,0.045977,7,0.318182,0.318182,2,0.090909,0.007663,30,1.363636,0.114943,9,0.409091,0.034483,1.793103,5.206897,2
1667,369,552,15,5,0,5,333.4,73.8,66585,3,22195,4020.994315,0,1095,0.656869,18,1.2,3.6,8,0.533333,1.6,0,0,0,24.6,96,2,0.133333,0.333333,0,0,2,0.133333,13,0.481481,0.866667,0.03523,12.147967,9.560325,55.309902,11.656033,36393.146233,136105.716722,857.671418,3.033333,31438.981023,182,12.133333,0.493225,123,8.2,0.333333,80,5.333333,0.216802,,0.073171,19,1.266667,0.051491,24,1.6,0.065041,5,0.333333,0.01355,26,1.733333,14,0.933333,0.03794,8,0.533333,0.02168,7,0.466667,0.01897,8,0.533333,0.533333,1,0.066667,0.00271,57,3.8,0.154472,17,1.133333,0.04607,1.495935,4.517615,2
640,113,219,4,2,0,2,320,56.5,66585,3,22195,4020.20162,0,1095,1.710938,3,0.75,1.5,2,0.5,1,1,0,0.5,28.25,35,21,0,0.25,0,0,0,0,4,0.5,1,0.035398,19.371106,16.454867,14.201958,18.296527,118831.830973,444453.913717,1658.022068,18.625,102661.417081,71,17.75,0.628319,50,12.5,0.442478,38,9.5,0.336283,,0.070796,6,1.5,0.053097,0,0,0,0,0,0,13,3.25,10,2.5,0.088496,3,0.75,0.026549,3,0.75,0.026549,6,1.5,1.5,1,0.25,0.00885,16,4,0.141593,7,1.75,0.061947,1.938053,5.663717,2
3391,657,1164,24,3,3,10,1130.333333,65.7,66585,3,22195,4018.849151,1,1095,0.322914,23,0.958333,7.666667,3,0.125,1,0,0,0,27.375,103,7,0.125,0.375,0,0,0,0,17,0.459459,0.708333,0.025875,16.567409,13.467397,29.164443,15.992186,20456.490335,76491.61192,678.887263,1.770833,17669.197603,285,11.875,0.43379,262,10.916667,0.398782,142,5.916667,0.216134,,0.056317,30,1.25,0.045662,15,0.625,0.022831,3,0.125,0.004566,54,2.25,25,1.041667,0.038052,19,0.791667,0.028919,14,0.583333,0.021309,21,0.875,0.875,4,0.166667,0.006088,80,3.333333,0.121766,15,0.625,0.022831,1.771689,5.161339,2
743,148,261,6,2,0,4,371.5,37,66585,3,22195,4018.038405,0,1095,1.473755,3,0.5,1.5,1,0.166667,0.5,0,0,0,24.666667,65,6,0.166667,0.5,0,0,0,0,6,0.285714,1,0.040541,14.548806,12.519189,32.60509,14.839459,90781.218018,339515.481572,1354.717865,12.583333,78426.74848,95,15.833333,0.641892,34,5.666667,0.22973,27,4.5,0.182432,,0.141892,20,3.333333,0.135135,4,0.666667,0.027027,2,0.333333,0.013514,5,0.833333,4,0.666667,0.027027,11,1.833333,0.074324,7,1.166667,0.047297,3,0.5,0.5,1,0.166667,0.006757,15,2.5,0.101351,10,1.666667,0.067568,1.763514,5.02027,2
4584,966,1508,47,5,1,12,916.8,80.5,66585,3,22195,4015.64912,0.2,1095,0.238874,11,0.234043,2.2,10,0.212766,2,3,0,0.6,20.553191,84,7,0.148936,0.297872,0,0,0,0,47,0.552941,1,0.048654,11.197155,10.662443,53.90643,10.846449,13920.312374,52058.855469,486.133159,0.414894,12025.488133,388,8.255319,0.401656,285,6.06383,0.295031,137,2.914894,0.141822,,0.087992,63,1.340426,0.065217,17,0.361702,0.017598,3,0.06383,0.003106,110,2.340426,72,1.531915,0.074534,42,0.893617,0.043478,30,0.638298,0.031056,49,1.042553,1.042553,3,0.06383,0.003106,103,2.191489,0.106625,22,0.468085,0.022774,1.561077,4.745342,2
1027,200,357,8,4,0,6,256.75,33.333333,66585,3,22195,4014.122922,0,1095,1.066212,2,0.25,0.5,8,1,2,0,0,0,25,51,7,0.25,0.375,0,0,0,0,4,0.307692,0.5,0.02,15.25585,13.2098,30.449,15.223,67214.2,251398.222222,1173.930282,8.4375,58071.4962,122,15.25,0.61,74,9.25,0.37,54,6.75,0.27,,0.065,21,2.625,0.105,7,0.875,0.035,3,0.375,0.015,16,2,12,1.5,0.06,6,0.75,0.03,6,0.75,0.03,3,0.375,0.375,2,0.25,0.01,33,4.125,0.165,12,1.5,0.06,1.785,5.135,2
299,56,101,4,2,0,2,149.5,28,66585,3,22195,4013.399555,0,1095,3.662207,12,3,6,6,1.5,3,1,0,0.5,14,25,12,0.25,0,0,0,0,0,2,0.5,0.5,0.035714,10.718036,13.480714,40.042857,11.152143,240028.457143,897828.285714,1658.919112,16.625,207392.16465,39,9.75,0.696429,23,5.75,0.410714,17,4.25,0.303571,,0.071429,7,1.75,0.125,0,0,0,0,0,0,1,0.25,1,0.25,0.017857,3,0.75,0.053571,3,0.75,0.053571,2,0.5,0.5,1,0.25,0.017857,9,2.25,0.160714,5,1.25,0.089286,1.803571,5.339286,2
7083,1463,2402,77,5,4,24,1416.6,60.958333,66585,3,22195,4010.710345,0.8,1095,0.154596,4,0.051948,0.8,5,0.064935,1,0,0,0,19,48,2,0.116883,0.181818,0,0,0,0,35,0.273438,0.454545,0.023923,10.873096,11.109665,48.651025,11.193616,9201.612303,34409.769842,380.652852,-0.136364,7948.902413,540,7.012987,0.369105,474,6.155844,0.323992,235,3.051948,0.160629,,0.087491,79,1.025974,0.053999,57,0.74026,0.038961,7,0.090909,0.004785,99,1.285714,53,0.688312,0.036227,49,0.636364,0.033493,26,0.337662,0.017772,41,0.532468,0.532468,3,0.038961,0.002051,166,2.155844,0.113465,26,0.337662,0.017772,1.641832,4.841422,2
2295,551,752,37,2,0,6,1147.5,91.833333,66585,3,22195,4009.746658,0,1095,0.477124,0,0,0,2,0.054054,1,0,0,0,14.891892,26,4,0.108108,0.162162,0,0,0,0,24,0.338028,0.648649,0.043557,5.633823,6.703448,76.258387,6.322375,24419.314289,91339.363884,547.7617,0.364865,21102.623523,250,6.756757,0.453721,140,3.783784,0.254083,73,1.972973,0.132486,,0.128857,62,1.675676,0.112523,41,1.108108,0.07441,8,0.216216,0.014519,27,0.72973,21,0.567568,0.038113,30,0.810811,0.054446,21,0.567568,0.038113,26,0.702703,0.702703,2,0.054054,0.00363,58,1.567568,0.105263,22,0.594595,0.039927,1.364791,4.165154,2
6170,1327,2015,74,5,0,22,1234,60.318182,66585,3,22195,4007.65586,0,1095,0.177472,10,0.135135,2,10,0.135135,2,3,0,0.6,17.932432,43,5,0.135135,0.22973,0,0,0,0,51,0.435897,0.689189,0.038433,9.435764,9.888922,60.171637,9.321508,10149.026779,37962.30524,388.335252,-0.195946,8771.057795,552,7.459459,0.415976,441,5.959459,0.332329,245,3.310811,0.184627,,0.088169,101,1.364865,0.076112,46,0.621622,0.034665,8,0.108108,0.006029,66,0.891892,56,0.756757,0.0422,35,0.472973,0.026375,24,0.324324,0.018086,52,0.702703,0.702703,3,0.040541,0.002261,146,1.972973,0.110023,22,0.297297,0.016579,1.518463,4.649586,2
1661,351,567,16,3,0,9,553.666667,39,66585,3,22195,4006.354439,0,1095,0.659241,9,0.5625,3,9,0.5625,3,1,0,0.333333,21.9375,48,11,0.25,0.3125,0,0,0,0,12,0.545455,0.75,0.034188,11.827382,10.676011,47.906899,12.027163,38356.923148,143500.285078,831.606575,3.03125,33154.007677,159,9.9375,0.452991,148,9.25,0.421652,74,4.625,0.210826,,0.062678,22,1.375,0.062678,3,0.1875,0.008547,2,0.125,0.005698,15,0.9375,12,0.75,0.034188,8,0.5,0.022792,8,0.5,0.022792,8,0.5,0.5,1,0.0625,0.002849,45,2.8125,0.128205,17,1.0625,0.048433,1.615385,4.732194,2
1751,370,582,14,2,0,3,875.5,123.333333,66585,3,22195,4005.420966,0,1095,0.625357,11,0.785714,5.5,11,0.785714,5.5,0,0,0,26.428571,75,10,0.142857,0.357143,0,0,0,0,15,0.5,1.071429,0.040541,14.074042,10.906703,46.936486,13.278224,36395.328185,136158.861004,888.879837,3.607143,31459.267492,217,15.5,0.586486,145,10.357143,0.391892,101,7.214286,0.272973,,0.081081,29,2.071429,0.078378,11,0.785714,0.02973,5,0.357143,0.013514,32,2.285714,30,2.142857,0.081081,7,0.5,0.018919,7,0.5,0.018919,12,0.857143,0.857143,2,0.142857,0.005405,43,3.071429,0.116216,13,0.928571,0.035135,1.572973,4.732432,2
10801,2139,3695,90,11,2,25,981.909091,85.56,66585,3,22195,4000.298359,0.181818,1095,0.10138,19,0.211111,1.727273,21,0.233333,1.909091,2,0,0.181818,23.766667,49,2,0.166667,0.288889,0,0,0,0,64,0.463768,0.711111,0.029921,14.236741,12.645947,36.570178,14.062824,6311.797457,23600.036584,352.710483,-0.172222,5453.184724,809,8.988889,0.378214,811,9.011111,0.379149,369,4.1,0.172511,,0.064516,112,1.244444,0.052361,13,0.144444,0.006078,5,0.055556,0.002338,187,2.077778,105,1.166667,0.049088,68,0.755556,0.031791,43,0.477778,0.020103,79,0.877778,0.877778,4,0.044444,0.00187,296,3.288889,0.138382,29,0.322222,0.013558,1.727443,5.049556,2
5370,1121,1779,64,6,6,38,895,29.5,66585,3,22195,3997.64398,1,1095,0.203911,8,0.125,1.333333,8,0.125,1.333333,2,0,0.333333,17.515625,65,4,0.15625,0.3125,0,0,0,0,31,0.442857,0.484375,0.027654,9.890435,10.677431,54.798478,9.96741,12039.191799,45027.243546,417.79662,0.101563,10407.340404,460,7.1875,0.410348,443,6.921875,0.395183,219,3.421875,0.195361,,0.062444,57,0.890625,0.050847,7,0.109375,0.006244,3,0.046875,0.002676,108,1.6875,83,1.296875,0.074041,24,0.375,0.021409,16,0.25,0.014273,40,0.625,0.625,2,0.03125,0.001784,140,2.1875,0.124888,21,0.328125,0.018733,1.586976,4.790366,2
1998,368,674,15,3,0,4,666,92,66585,3,22195,3996.313056,0,1095,0.548048,7,0.466667,2.333333,6,0.4,2,0,0,0,24.533333,44,9,0.066667,0.333333,0,0,0,0,12,0.571429,0.8,0.032609,16.408895,14.918043,26.986928,15.589957,36671.769855,137168.826812,859.774405,3.566667,31700.789712,183,12.2,0.497283,121,8.066667,0.328804,70,4.666667,0.190217,,0.057065,25,1.666667,0.067935,2,0.133333,0.005435,1,0.066667,0.002717,53,3.533333,34,2.266667,0.092391,19,1.266667,0.05163,15,1,0.040761,16,1.066667,1.066667,2,0.133333,0.005435,42,2.8,0.11413,13,0.866667,0.035326,1.831522,5.429348,2
1918,412,669,22,5,0,9,383.6,45.777778,66585,3,22195,3994.321545,0,1095,0.570907,35,1.590909,7,33,1.5,6.6,1,0,0.2,18.727273,31,3,0.090909,0.136364,0,0,0,0,9,0.310345,0.409091,0.021845,9.860287,9.992816,50.454488,10.874316,32761.374404,122536.618483,710.559319,2.022727,28324.543577,197,8.954545,0.478155,159,7.227273,0.385922,84,3.818182,0.203883,,0.070388,20,0.909091,0.048544,6,0.272727,0.014563,2,0.090909,0.004854,35,1.590909,19,0.863636,0.046117,7,0.318182,0.01699,5,0.227273,0.012136,8,0.363636,0.363636,2,0.090909,0.004854,37,1.681818,0.089806,14,0.636364,0.033981,1.623786,4.65534,2
1884,385,639,21,2,0,8,942,48.125,66585,3,22195,3993.362465,0,1095,0.58121,14,0.666667,7,16,0.761905,8,0,0,0,18.333333,32,12,0.095238,0.095238,0,0,0,0,9,0.321429,0.428571,0.023377,10.785082,11.359273,47.812641,11.144935,35064.683983,131156.255411,727.273545,2.166667,30317.080483,197,9.380952,0.511688,147,7,0.381818,98,4.666667,0.254545,,0.072727,25,1.190476,0.064935,12,0.571429,0.031169,4,0.190476,0.01039,15,0.714286,12,0.571429,0.031169,8,0.380952,0.020779,6,0.285714,0.015584,14,0.666667,0.666667,1,0.047619,0.002597,58,2.761905,0.150649,13,0.619048,0.033766,1.65974,4.893506,2
1495,300,496,14,3,0,4,498.333333,75,66585,3,22195,3992.11724,0,1095,0.732441,10,0.714286,3.333333,10,0.714286,3.333333,0,0,0,21.428571,39,9,0.142857,0.285714,0,0,0,0,12,0.571429,0.857143,0.04,12.755786,12.120667,45.213,12.276476,45005.504762,168341,890.087003,3.464286,38912.89099,161,11.5,0.536667,101,7.214286,0.336667,70,5,0.233333,,0.07,28,2,0.093333,0,0,0,0,0,0,15,1.071429,13,0.928571,0.043333,6,0.428571,0.02,6,0.428571,0.02,12,0.857143,0.857143,2,0.142857,0.006667,41,2.928571,0.136667,14,1,0.046667,1.653333,4.983333,2
1071,227,376,6,4,0,6,267.75,37.833333,66585,3,22195,3990.603866,0,1095,1.022409,3,0.5,0.75,1,0.166667,0.25,2,0,0.5,37.833333,65,18,0.333333,0.5,0,0,0,0,8,0.4,1.333333,0.035242,19.708737,11.159824,28.30377,18.710374,59490.551836,222498.349976,1358.07201,11.583333,51431.804047,115,19.166667,0.506608,51,8.5,0.22467,27,4.5,0.118943,,0.088106,20,3.333333,0.088106,8,1.333333,0.035242,2,0.333333,0.008811,21,3.5,14,2.333333,0.061674,17,2.833333,0.07489,13,2.166667,0.057269,7,1.166667,1.166667,3,0.5,0.013216,23,3.833333,0.101322,8,1.333333,0.035242,1.656388,4.718062,2
3610,740,1202,34,5,0,16,722,46.25,66585,3,22195,3988.374121,0,1095,0.303324,11,0.323529,2.2,13,0.382353,2.6,0,0,0,21.764706,53,4,0.205882,0.382353,0,0,0,0,23,0.46,0.676471,0.031081,12.429515,11.524865,47.325986,12.065262,18260.597774,68290.872587,572.434477,1.044118,15786.671665,365,10.735294,0.493243,303,8.911765,0.409459,206,6.058824,0.278378,,0.067568,44,1.294118,0.059459,18,0.529412,0.024324,5,0.147059,0.006757,37,1.088235,27,0.794118,0.036486,15,0.441176,0.02027,10,0.294118,0.013514,19,0.558824,0.558824,2,0.058824,0.002703,107,3.147059,0.144595,24,0.705882,0.032432,1.624324,4.878378,2
4893,933,1686,34,3,0,6,1631,155.5,66585,3,22195,3986.829358,0,1095,0.223789,1,0.029412,0.333333,1,0.029412,0.333333,1,0,0.333333,27.441176,61,10,0.235294,0.411765,0,0,0,0,25,0.378788,0.735294,0.026795,16.991585,13.958242,26.103749,16.435531,14497.192976,54205.016345,572.62918,1.220588,12528.820005,422,12.411765,0.452304,304,8.941176,0.325831,194,5.705882,0.207931,,0.07074,56,1.647059,0.060021,19,0.558824,0.020364,7,0.205882,0.007503,79,2.323529,55,1.617647,0.05895,25,0.735294,0.026795,22,0.647059,0.02358,45,1.323529,1.323529,2,0.058824,0.002144,128,3.764706,0.137192,20,0.588235,0.021436,1.807074,5.244373,2
2384,521,794,26,6,0,8,397.333333,65.125,66585,3,22195,3984.459685,0,1095,0.459312,18,0.692308,3,9,0.346154,1.5,0,0,0,20.038462,39,7,0.115385,0.346154,0,0,0,0,13,0.270833,0.5,0.024952,10.141323,9.628637,57.566211,10.208109,25954.502909,97063.416581,654.437103,1.326923,22436.856051,273,10.5,0.523992,152,5.846154,0.291747,102,3.923077,0.195777,,0.092131,40,1.538462,0.076775,31,1.192308,0.059501,4,0.153846,0.007678,47,1.807692,36,1.384615,0.069098,23,0.884615,0.044146,19,0.730769,0.036468,16,0.615385,0.615385,3,0.115385,0.005758,61,2.346154,0.117083,18,0.692308,0.034549,1.523992,4.575816,2
