"200","The","ame","nt ","ng ","s t","he ","e o","f t","men","t a","wit"," th","ge ","e i","ent","str","ion"," of","e b","din","enc","ed ","in "," an","d t","ber","s o","te ","the","mbe",". T","for","by ","en "," to","ce ","on "," 20","ric",", t"," ar","t w","des","ing"," be","ts ","com","tio","ati","r o","ere","d i","n t","era","all","ch ","of ","nd ","ate","d o","and","ist","rat","ive","t o"," pr","ded"," in","fro","y o","er ","se ","to ","one","par","an ","sta"," se","rom"," co","con","ver","es ",", a","e a","ll ","tic","d b","s, "," me","n i","e t","sti","al "," ma","her"," ha","e c","ons","cti"," fo"," wa","iti"," wh","rea","lis","t i","o t","ich"," de"," we","re ","s a","ic ","as ","ect"," Th","eve"," a ","e, ","e p"," wo","rou","inc","ith","out"," pa","ear","rit","tur","res"," is","ity","e s","ite","ly ","sed","rs ","le ","e w"," bo","y t"," st","ste","e. ","ter","ide","th ","or ","s. ","is ","s b","ry ","eat"," re","nce"," 19"," wi","clu","man","om ","was"," at","d a","ica","e f","r t"," di","ty ","ain","est","ove","ut ","art","int","n o","mer"," on","ill","s c","ers","tin","at ","tha","orm","his","ren","tor","t t"," by","nal","hat","s i","n a","der"," as","sin","me ","g t","st ","nti","ran","oun","ted","d s","pro","are","n, ","nte","s w","nat","y, ","ve "," Ma","ns "," al","tra","red","cal"," Co",".  ",". I","nde","e m","ine","ne ","d w"," In"," or","s f"," ba","per","ess","eri"," fr","ase"," hi","age","e e","lin","ial"," fi","has"," He","ali"," Ch","qualityClass"
0,15,9,14,48,19,115,26,14,2,13,21,88,10,2,19,7,18,38,11,9,5,111,46,53,31,21,10,8,110,7,18,20,10,28,52,6,48,4,1,7,0,10,2,51,19,20,15,14,16,3,18,18,21,4,8,5,40,52,23,14,59,7,4,13,14,6,6,44,12,3,59,8,45,8,4,26,19,17,13,33,8,23,16,23,20,7,9,12,21,6,5,15,6,22,12,13,15,7,9,7,24,43,8,13,6,1,11,9,6,10,12,21,37,1,52,3,23,11,43,12,1,7,5,3,28,11,11,14,12,11,7,4,7,11,8,28,5,11,11,21,5,8,10,11,16,30,10,24,23,13,58,12,14,5,33,8,13,27,0,27,13,37,22,24,3,12,8,6,7,6,10,8,17,5,10,15,5,31,4,10,15,12,28,11,2,46,7,16,16,10,5,12,15,27,10,21,2,10,8,22,7,6,15,20,8,6,5,15,8,14,1,11,19,14,7,11,9,18,5,1,3,2,4,6,17,20,7,7,1,12,4,5,11,10,15,2,62,10,4,12,3,19,1,13,1,1,6
1,23,6,31,54,21,216,18,33,16,22,8,244,4,7,34,8,26,76,15,10,14,94,46,58,38,6,21,2,209,5,22,19,11,20,62,13,41,4,10,18,17,13,2,53,23,19,15,17,12,9,17,9,42,16,11,8,66,65,20,13,62,15,12,15,20,6,7,51,19,3,48,2,55,8,2,43,6,4,11,39,7,15,22,18,22,8,0,12,18,4,4,25,3,22,11,14,15,27,8,6,22,26,9,17,19,3,4,18,12,22,25,36,20,3,27,4,24,10,16,16,11,5,17,8,14,25,1,10,2,10,9,2,15,16,2,21,11,15,16,13,8,14,13,5,4,29,11,29,10,10,13,5,15,1,24,11,7,10,3,33,13,31,16,15,3,8,10,10,9,11,23,11,11,20,14,6,2,14,12,5,12,6,29,18,4,11,13,4,27,20,5,18,7,10,29,12,2,8,17,37,6,4,9,24,9,3,2,8,9,8,1,7,17,9,14,10,7,10,2,7,6,8,24,8,12,5,10,5,5,5,7,11,9,4,16,2,9,7,12,46,2,8,0,12,1,4,6
1,16,2,10,35,18,101,8,15,3,5,9,88,2,6,18,2,18,25,1,1,5,40,22,17,16,1,8,3,65,0,17,17,6,15,21,5,13,0,3,3,5,7,3,33,15,13,3,15,3,2,8,4,16,6,8,2,23,29,20,3,31,5,3,18,12,12,4,30,6,2,35,5,23,11,6,12,5,9,5,15,7,9,19,13,12,4,4,11,6,6,2,13,4,8,5,5,8,12,2,9,12,26,3,4,8,2,8,6,2,4,10,10,12,1,21,4,12,11,26,5,9,3,4,4,10,8,7,10,14,3,3,11,3,11,4,23,3,4,7,14,3,5,5,3,9,19,5,12,10,11,18,6,4,5,12,7,1,7,0,4,6,14,5,7,4,12,10,6,1,2,4,6,6,11,4,5,0,16,5,4,17,9,19,15,4,8,1,8,11,5,2,19,7,10,13,5,3,6,2,7,1,2,1,10,2,1,4,5,6,9,1,3,3,5,5,4,4,5,5,0,2,6,5,8,3,6,3,0,2,3,1,3,2,5,5,5,15,3,15,1,2,10,5,3,4,4,6
0,2,1,3,3,7,25,4,1,3,1,5,17,1,9,0,3,14,12,2,0,0,7,9,11,4,0,4,6,16,0,3,9,1,4,6,2,13,0,8,3,5,0,2,9,8,7,3,15,10,0,1,4,7,6,0,7,7,7,9,2,13,1,6,0,0,8,0,6,0,1,6,6,2,1,1,6,1,0,3,11,2,1,7,4,10,0,0,2,7,1,3,2,0,4,4,3,1,3,11,8,4,0,1,3,9,1,2,3,3,2,2,7,8,2,8,1,5,0,12,5,0,0,3,0,4,0,1,0,0,4,0,10,3,3,2,4,4,1,4,1,0,2,5,1,4,1,16,4,2,5,9,3,1,3,8,3,0,5,1,0,2,0,0,3,2,2,3,4,1,1,0,0,1,0,1,4,1,3,0,3,2,2,3,1,3,2,0,0,2,0,0,0,5,1,1,3,1,0,2,2,1,2,5,2,1,6,5,2,0,3,1,0,1,0,2,16,2,1,3,0,1,5,0,3,1,4,3,2,3,0,0,1,2,0,2,2,1,0,2,1,0,1,1,0,3,0,6
0,8,3,2,18,4,40,5,5,5,3,4,40,2,5,15,8,14,15,2,1,2,25,14,18,7,0,8,3,49,1,5,6,11,5,5,4,17,1,5,3,1,1,2,14,7,10,0,8,10,1,9,4,9,2,5,3,19,26,7,1,30,9,2,2,2,0,4,19,1,2,13,2,6,4,1,11,1,1,2,7,3,6,15,11,7,4,1,5,4,2,1,5,1,7,7,1,3,4,6,5,5,7,4,2,0,6,1,3,0,6,4,10,13,2,17,5,5,5,8,6,1,11,3,2,9,3,4,3,3,2,4,1,2,4,1,6,2,7,3,4,0,3,12,0,4,5,1,1,14,10,1,3,11,0,7,0,5,2,0,6,6,8,1,7,2,1,3,2,0,3,3,5,4,5,4,0,0,7,1,2,7,3,5,0,0,3,1,5,2,5,0,2,5,3,2,8,5,1,2,15,2,0,3,3,3,3,1,0,2,6,1,5,0,0,5,2,2,2,2,1,1,2,6,0,1,5,2,0,3,2,3,1,1,0,3,0,0,0,2,1,6,4,0,1,5,0,6
0,6,4,3,20,10,41,7,6,2,2,0,59,2,5,8,5,16,26,5,3,1,52,26,24,8,3,7,6,34,1,7,4,1,2,20,5,13,0,5,7,0,3,5,29,4,3,0,11,8,1,18,10,12,6,14,4,23,24,15,8,29,3,0,1,5,5,6,32,2,3,15,1,14,2,1,9,8,4,5,8,5,13,16,11,4,12,0,7,6,1,4,13,3,26,2,15,6,7,3,1,3,14,5,9,3,0,2,4,5,8,16,16,11,0,21,0,5,5,14,7,3,0,5,1,8,3,0,3,0,1,9,4,4,9,3,7,5,5,12,12,1,4,12,3,2,15,1,7,5,6,4,3,0,4,12,8,0,11,0,0,6,13,14,11,21,6,4,2,4,6,9,7,8,0,2,3,1,11,2,1,2,4,13,6,7,0,1,12,3,2,2,4,7,4,1,1,2,7,6,10,8,1,6,8,3,1,4,2,10,11,1,8,5,3,1,4,2,8,6,9,2,3,0,1,3,11,8,5,2,2,1,2,8,0,6,3,5,7,2,1,1,2,0,1,0,7,6
1,2,3,2,17,4,39,8,7,4,7,5,55,3,5,6,0,9,22,1,2,1,32,19,22,11,5,7,2,40,2,5,5,2,13,19,4,15,1,2,3,6,1,4,21,8,2,2,3,1,3,6,1,7,1,1,3,18,26,8,2,28,2,4,3,7,7,4,24,3,2,9,5,15,5,2,15,2,5,1,18,3,7,14,5,5,1,2,4,8,2,1,8,2,4,4,8,2,8,5,2,8,7,2,5,1,2,5,5,5,4,4,12,10,1,14,2,9,9,14,4,5,2,6,2,5,4,3,6,3,5,1,1,3,8,7,10,2,4,4,8,3,2,6,5,4,10,3,10,7,1,13,3,8,4,8,0,15,11,1,0,3,9,4,9,3,9,3,1,3,2,4,2,3,5,4,1,1,9,2,1,6,4,20,5,3,7,1,0,7,6,3,9,1,10,1,6,2,6,5,7,1,1,9,9,5,4,2,3,1,3,1,2,2,5,5,1,3,5,0,4,2,2,2,3,5,3,3,1,3,2,2,0,4,3,2,0,15,0,5,0,1,8,1,4,0,4,6
2,17,5,7,20,8,109,15,21,5,4,11,103,4,7,16,17,24,39,5,8,8,63,22,37,17,3,12,6,90,3,24,35,5,9,24,4,24,3,5,11,5,8,3,23,15,19,16,19,15,2,29,11,14,2,6,2,23,34,14,5,40,2,3,9,9,10,5,27,5,7,10,6,23,1,5,17,5,10,2,22,16,13,14,19,4,2,0,10,26,3,2,9,2,10,4,6,6,16,17,12,40,14,6,3,6,4,2,7,2,12,18,25,11,2,32,6,21,13,11,5,5,7,4,7,18,6,5,3,1,9,22,6,6,10,1,8,4,5,4,4,2,4,10,4,3,19,2,18,5,17,11,4,8,6,23,12,9,7,2,10,2,22,9,9,4,20,4,3,5,8,8,9,7,9,11,11,0,6,2,7,8,5,5,2,2,3,6,2,6,11,3,3,7,7,9,6,4,4,10,12,6,2,4,23,2,6,1,3,5,21,3,3,12,0,11,2,6,8,3,1,2,8,6,5,5,6,8,4,3,4,5,4,22,4,3,0,0,1,5,4,3,8,1,0,5,0,6
1,9,8,42,42,20,115,16,10,24,13,13,142,6,13,68,13,61,59,5,14,13,84,54,69,33,8,16,18,106,4,18,14,8,9,42,12,63,5,4,10,7,9,2,65,13,28,8,61,57,9,11,21,14,17,18,43,50,66,52,14,67,3,21,16,21,25,10,69,6,3,35,5,40,6,13,19,25,13,14,45,20,17,24,24,22,6,7,6,25,6,18,15,5,27,8,9,6,10,16,8,32,26,10,14,14,5,9,10,9,19,5,17,26,15,46,33,19,15,31,12,10,7,5,12,8,3,9,39,2,6,40,5,13,23,6,23,7,5,14,5,0,8,29,11,6,19,10,11,28,16,18,8,9,8,59,12,27,17,4,4,5,26,9,17,13,8,7,10,19,4,17,19,7,8,15,9,7,15,11,7,21,5,31,18,5,9,3,11,21,13,9,10,12,8,7,17,7,6,6,11,10,1,8,26,6,26,9,10,9,10,3,15,8,6,7,4,20,8,10,13,4,8,12,3,14,2,6,9,9,11,4,22,9,12,4,5,5,7,8,6,7,12,6,1,3,2,6
0,32,2,30,37,13,163,18,33,25,13,8,191,8,6,40,8,25,73,8,4,6,91,41,48,37,10,20,17,166,14,16,20,4,31,41,8,34,0,2,29,4,4,1,43,19,22,20,12,6,5,24,14,30,19,12,5,59,46,26,13,54,10,21,9,13,7,9,42,9,11,28,8,47,4,8,14,7,20,8,21,4,11,22,9,21,4,4,15,17,9,6,11,1,14,10,13,9,18,8,2,23,21,9,8,5,3,7,11,2,10,8,16,17,0,30,4,18,12,19,13,8,8,7,4,7,12,5,6,2,5,10,0,5,9,1,20,5,7,16,15,0,5,9,7,15,15,4,46,17,15,10,3,10,7,45,7,0,10,5,11,4,22,13,18,5,18,10,10,8,9,6,15,6,9,7,13,0,23,9,3,10,4,20,10,3,13,10,4,12,7,2,1,6,14,27,20,1,7,20,9,4,2,7,9,6,3,3,12,8,10,4,2,7,22,2,1,7,12,4,28,7,10,8,9,4,9,4,3,3,6,9,4,6,5,6,1,17,3,2,3,4,4,1,0,2,2,6
1,2,1,2,2,1,23,3,3,3,3,2,11,1,1,4,0,3,5,2,1,2,4,3,10,2,0,2,2,17,0,4,2,1,1,4,0,6,0,3,2,6,9,2,7,2,1,1,5,8,0,3,0,4,1,3,2,6,9,3,1,15,0,0,1,0,3,1,6,1,0,1,4,6,3,2,2,1,4,0,5,4,0,6,1,2,2,1,2,0,0,2,1,1,7,3,2,2,1,1,1,2,3,0,3,3,0,0,7,2,0,0,2,7,3,0,6,4,0,8,0,2,0,0,1,5,0,3,2,0,0,1,5,0,3,1,5,4,2,3,3,1,2,1,0,1,2,1,1,7,2,3,0,0,1,2,1,0,2,1,1,1,0,2,1,6,1,4,3,1,0,0,0,0,1,0,1,1,2,0,1,2,1,0,1,1,0,2,0,1,2,1,1,0,1,1,2,0,3,1,0,0,1,1,2,0,4,1,0,1,1,2,1,2,0,0,0,1,3,5,0,2,0,0,2,0,1,2,1,3,1,0,3,5,1,1,1,2,2,5,0,1,0,0,0,1,0,6
1,17,7,30,57,11,125,17,20,78,18,21,151,27,18,74,7,69,62,7,8,6,111,54,86,41,6,24,15,157,4,11,22,18,32,72,15,75,2,13,10,4,14,5,67,41,25,9,54,28,10,22,23,32,7,19,13,78,90,23,10,89,15,10,17,11,23,10,84,7,4,80,13,49,9,13,40,8,22,6,31,17,21,22,37,27,8,11,8,37,14,9,21,4,37,22,75,14,16,17,6,26,30,27,28,16,5,7,5,7,21,8,23,26,8,36,7,10,13,26,26,10,40,2,8,22,7,12,14,5,4,19,13,12,20,11,32,9,17,19,19,6,13,8,10,7,35,7,35,29,12,13,8,11,8,19,21,5,25,6,19,17,23,16,19,19,15,14,11,8,10,3,19,7,4,10,14,14,22,4,9,23,16,30,28,6,16,4,7,20,10,12,24,12,27,16,19,5,13,15,23,17,6,9,28,10,10,12,35,9,9,7,15,12,4,7,9,3,14,8,10,4,8,12,17,15,2,21,10,15,13,2,14,11,12,17,2,8,32,11,2,8,10,4,6,3,3,6
0,7,0,6,22,9,22,3,5,3,2,8,52,4,11,19,5,34,29,2,7,6,27,13,21,9,4,11,7,29,1,7,14,1,6,17,0,24,0,0,4,8,2,2,16,5,9,3,31,19,3,5,7,7,10,8,3,20,20,14,3,19,4,1,6,0,20,2,36,0,5,13,7,10,4,4,8,4,4,11,7,5,8,17,3,8,6,2,5,3,2,4,9,6,15,6,7,10,8,8,9,7,3,4,4,7,0,7,2,1,4,1,6,13,9,9,1,14,4,10,0,9,0,0,6,12,1,7,0,1,3,17,9,3,4,3,9,4,5,5,1,3,7,11,1,3,13,7,7,8,6,28,5,0,2,16,13,0,5,2,4,1,2,5,0,6,5,6,8,1,3,0,1,0,1,8,9,1,7,0,3,5,3,14,19,9,4,6,4,6,9,6,6,10,9,2,6,2,3,5,6,2,11,7,14,2,20,5,2,12,6,0,2,12,0,16,11,8,2,2,1,5,2,5,0,1,7,1,4,1,3,0,2,15,1,1,4,3,2,7,3,1,3,7,1,6,2,6
0,13,5,9,28,21,112,14,18,27,6,15,124,3,8,23,5,25,34,3,4,3,77,38,48,40,3,17,8,118,3,20,23,15,17,56,14,30,1,1,13,13,3,3,34,16,10,6,8,13,6,17,5,21,3,14,8,54,49,28,3,50,4,12,11,12,10,7,38,7,2,28,4,38,6,3,34,6,13,11,25,8,18,33,21,20,6,0,14,31,6,4,16,4,9,8,16,18,9,14,2,22,23,9,18,10,1,4,10,3,15,8,18,17,4,35,1,10,15,34,22,6,7,3,10,16,4,1,12,1,5,8,3,6,13,2,16,3,8,6,11,1,7,7,6,4,11,7,9,15,10,18,7,8,4,31,9,0,17,0,29,7,21,3,18,8,9,6,12,6,6,7,6,9,13,4,10,1,7,3,10,11,2,12,10,0,35,6,5,17,14,0,11,8,15,15,6,5,9,9,8,8,9,4,12,8,10,8,9,11,10,3,5,4,2,23,9,3,12,3,18,2,9,14,5,6,4,10,4,5,14,3,6,3,4,9,6,26,3,5,5,3,2,1,0,0,0,6
0,18,5,13,32,13,119,9,19,13,13,9,101,2,4,29,5,31,24,4,5,3,82,15,39,28,5,5,7,109,3,27,22,8,5,24,9,33,1,3,10,4,4,3,34,8,9,9,25,21,4,12,3,10,4,4,9,26,40,16,11,20,0,7,10,8,25,7,29,5,4,25,5,32,2,3,12,7,7,6,37,16,8,11,10,16,7,4,9,7,4,5,12,10,20,1,7,7,5,8,6,16,15,8,4,5,3,5,1,1,18,9,11,5,3,19,12,17,11,26,1,10,6,1,1,10,3,0,4,1,7,9,3,5,4,2,11,7,4,5,3,2,10,6,7,4,24,4,12,19,12,1,0,4,2,25,8,20,13,1,6,5,10,9,19,7,10,11,5,5,5,7,8,6,0,1,6,0,18,1,6,4,11,18,6,1,5,2,11,5,3,8,7,2,6,4,13,1,6,11,5,7,2,16,21,6,32,0,2,6,9,3,4,4,6,2,6,6,4,2,3,1,2,9,2,12,17,6,3,4,8,2,5,5,9,5,5,0,1,4,1,3,10,0,1,1,5,6
0,10,3,14,36,18,90,12,7,16,11,12,109,7,3,20,4,14,35,6,24,6,74,26,46,37,7,9,6,99,1,14,31,8,24,76,20,12,1,0,11,8,2,0,39,18,4,7,13,8,5,23,10,19,4,13,10,46,51,14,7,92,1,5,12,3,9,7,32,9,6,25,5,53,9,5,25,13,23,6,29,9,16,16,10,12,5,2,11,10,13,7,26,3,13,9,10,19,6,17,5,29,31,2,27,7,1,6,12,4,14,17,25,22,2,28,6,16,12,11,8,7,4,4,10,15,4,3,8,4,9,8,4,4,12,2,13,7,4,7,22,1,6,10,5,11,13,5,19,18,13,38,4,6,5,32,15,0,21,0,13,9,18,4,22,2,10,12,3,2,15,5,5,12,2,9,10,0,10,4,6,4,9,26,10,1,38,2,6,12,11,2,16,15,14,54,9,13,4,16,17,19,8,3,11,5,8,7,5,10,11,0,6,7,2,5,14,1,10,0,3,2,6,42,5,3,5,5,4,1,5,4,4,14,1,10,2,39,7,2,1,4,5,1,10,6,0,6
1,20,2,13,27,21,117,19,28,9,4,11,111,11,7,18,7,31,71,6,5,3,46,32,53,12,2,26,9,113,4,22,17,11,12,22,9,24,0,6,5,24,1,7,26,14,14,9,40,26,4,13,10,25,4,10,14,64,67,20,5,49,11,8,9,6,14,1,34,9,6,25,7,13,11,20,15,6,12,5,25,16,11,39,14,26,3,2,13,11,5,3,18,4,27,10,9,13,14,11,8,21,5,11,12,19,0,4,12,7,14,4,22,42,3,21,8,13,8,11,10,14,6,10,8,13,8,13,4,4,19,17,14,2,10,10,12,1,7,8,5,1,5,9,8,11,19,5,14,8,9,25,3,6,7,15,10,1,16,3,8,5,2,5,11,6,15,2,8,4,12,16,4,2,7,8,7,4,6,3,4,10,1,14,7,3,2,2,1,6,8,14,12,10,17,6,8,3,4,7,18,8,3,8,9,7,5,17,3,2,7,7,2,10,3,10,10,6,8,22,0,5,6,2,7,5,14,8,5,2,2,5,11,4,8,5,0,9,5,6,1,15,3,6,0,3,0,6
2,12,0,13,11,9,57,7,16,17,5,3,63,2,4,30,10,25,38,5,0,2,21,20,25,10,6,10,4,56,2,10,3,9,4,11,17,16,8,1,3,4,1,2,11,11,16,3,15,17,4,6,3,6,0,9,2,32,18,12,4,25,6,7,2,12,5,3,20,2,5,15,4,26,2,2,11,2,17,3,8,7,9,29,2,8,10,2,5,6,1,0,6,4,11,5,4,2,10,11,4,11,6,4,0,4,2,1,3,0,4,2,11,13,2,7,5,13,4,10,6,4,3,7,2,2,4,6,1,3,0,6,15,7,6,1,7,3,8,1,3,0,5,6,3,2,4,1,7,14,7,13,1,11,0,9,7,2,6,1,2,1,1,1,4,1,7,6,0,5,4,3,9,0,3,4,8,2,5,4,3,7,0,2,2,2,5,3,2,3,6,4,5,8,4,6,4,2,4,4,5,2,6,4,11,2,3,10,1,4,2,6,4,9,0,2,3,9,3,5,6,2,3,3,2,4,0,1,11,1,2,1,2,3,4,1,3,1,4,3,0,5,1,1,0,2,2,6
0,7,4,6,12,9,85,5,8,9,9,14,80,3,6,16,3,4,25,4,2,0,58,19,29,25,2,9,4,70,0,10,13,11,10,32,11,15,0,9,3,11,4,0,15,8,4,6,6,4,3,4,7,9,10,12,7,29,26,9,7,34,6,2,6,8,4,5,22,5,2,23,2,24,4,1,8,4,3,2,13,2,15,7,15,12,2,0,11,18,5,5,7,2,4,10,9,6,10,11,0,13,12,3,17,4,0,3,5,5,4,5,11,19,3,26,1,11,7,12,10,5,0,2,0,9,3,1,0,2,8,7,1,3,13,2,9,5,8,8,8,1,11,1,4,9,14,3,7,6,5,11,2,4,4,26,2,0,7,0,9,3,17,7,9,0,7,9,7,3,16,4,3,3,1,7,6,2,6,2,6,5,15,6,3,0,22,0,6,17,6,0,4,5,3,10,10,2,3,12,9,9,0,4,8,3,3,4,4,7,11,3,4,2,12,2,9,0,7,4,5,1,1,5,9,8,4,12,8,5,5,5,9,3,4,3,1,17,2,6,2,4,2,0,8,2,0,6
2,7,0,5,25,7,66,5,12,8,2,7,100,6,6,14,4,13,31,3,1,2,41,21,27,18,8,6,5,74,1,5,28,9,7,23,8,18,0,2,7,11,3,1,33,10,6,5,8,8,2,10,5,11,3,6,5,32,29,6,8,25,2,0,3,4,6,5,24,5,3,16,4,26,0,4,23,3,4,4,7,6,6,16,14,6,0,6,5,12,7,3,9,2,5,5,4,6,5,9,2,14,19,2,5,11,6,1,4,1,5,6,11,19,0,16,5,5,5,4,1,5,1,2,4,10,7,1,5,1,3,5,0,2,11,3,8,6,5,6,5,4,6,4,3,5,7,2,15,4,5,3,2,9,4,23,4,0,5,1,7,5,4,4,10,7,6,4,4,6,7,9,4,11,6,5,7,2,6,4,4,5,3,6,7,4,5,3,3,12,5,4,4,2,10,11,4,1,5,4,2,2,3,1,6,4,5,6,1,2,4,0,4,2,5,7,7,0,1,2,12,2,2,11,2,2,4,2,2,2,5,2,2,6,1,5,4,6,5,2,3,0,1,0,6,1,0,6
0,0,0,2,7,1,19,5,9,7,5,1,28,0,2,9,1,8,22,2,0,2,14,1,5,2,0,6,4,20,0,0,3,5,0,9,5,9,2,3,3,5,1,0,5,4,5,2,3,3,1,2,1,2,1,6,4,21,10,2,3,17,0,3,0,5,0,0,6,1,1,8,2,5,0,0,8,6,0,1,10,0,2,12,0,3,2,0,0,1,1,2,2,2,4,1,4,2,2,2,3,4,0,8,0,1,0,0,3,0,3,0,3,2,12,2,3,2,0,5,0,7,0,0,1,1,0,6,1,4,0,1,1,1,2,1,3,1,2,0,3,2,2,1,1,1,4,5,3,7,1,3,0,8,0,8,3,0,4,1,0,2,0,0,1,3,0,1,1,0,0,2,0,0,1,2,3,1,3,1,2,3,1,2,1,1,0,0,3,1,4,1,0,3,2,1,0,0,2,2,1,2,2,9,2,0,0,5,4,2,0,3,1,1,0,6,2,6,1,0,1,3,0,0,0,1,0,0,3,4,1,0,3,2,4,2,0,1,0,2,1,1,0,0,0,1,1,6
0,12,4,7,35,16,82,8,15,12,6,5,93,3,7,28,2,46,34,14,12,2,88,15,32,27,5,13,10,68,1,13,16,11,8,37,11,25,5,1,8,6,7,1,36,14,12,12,24,29,9,14,14,12,24,12,13,30,24,13,7,30,4,5,7,4,18,6,30,3,5,22,13,38,5,2,11,4,23,10,34,12,23,30,8,28,7,3,11,11,5,3,24,4,9,15,12,17,16,15,7,10,14,12,15,11,1,7,8,7,10,12,25,24,6,27,22,14,10,25,8,12,3,4,6,5,1,19,30,11,8,14,7,11,12,5,13,10,10,16,4,2,7,5,7,7,17,8,7,24,15,19,2,5,10,39,6,0,9,6,5,5,7,12,12,12,7,14,9,17,9,7,3,9,24,8,11,2,12,2,4,20,15,21,15,6,6,2,3,11,9,5,22,6,8,6,11,2,7,13,11,15,4,7,20,4,14,16,7,8,13,6,5,15,1,5,6,4,5,4,5,3,6,5,6,5,5,4,7,6,6,3,14,9,3,4,5,2,5,3,7,8,6,6,22,8,1,6
7,33,5,25,72,23,185,20,28,14,9,19,222,18,12,43,15,69,100,10,23,9,126,47,69,57,19,27,17,192,10,22,32,27,19,63,19,58,14,24,25,14,9,7,94,22,32,13,83,34,11,40,13,49,14,23,11,81,71,53,15,102,10,10,14,18,26,13,83,8,13,70,23,69,14,9,24,10,23,15,44,33,26,46,30,29,16,2,19,33,4,9,19,13,44,19,12,31,46,21,13,28,57,13,25,26,3,11,14,11,24,43,70,30,5,50,12,19,36,30,24,9,7,9,10,11,16,10,7,3,13,24,6,40,31,4,25,20,20,20,24,5,14,32,6,16,53,20,21,35,32,6,12,13,8,56,5,3,18,8,8,15,28,16,23,28,18,14,18,19,8,14,22,17,7,7,17,8,36,6,9,19,21,42,17,11,3,3,20,25,11,21,26,17,18,11,21,4,16,19,36,26,4,6,30,12,18,13,7,12,22,8,11,12,12,40,15,15,18,8,7,6,10,9,10,15,17,8,12,15,9,8,26,12,11,16,5,5,11,25,10,10,4,6,1,3,1,6
1,12,9,7,30,7,107,12,21,4,5,7,104,4,7,16,9,19,41,3,5,8,82,25,38,25,5,12,7,108,0,21,20,16,13,27,7,28,1,5,8,5,3,10,26,17,6,7,16,6,3,13,8,20,4,12,24,50,32,18,6,30,4,7,6,8,8,3,30,7,1,17,15,29,2,2,7,3,10,6,17,12,11,8,10,15,2,1,12,9,4,3,14,2,18,5,14,9,26,9,10,17,26,1,5,2,0,5,5,2,13,16,21,14,0,26,1,25,3,19,6,6,2,2,3,14,16,6,4,2,8,7,3,6,15,9,13,5,13,12,7,1,4,12,3,10,9,11,10,10,10,15,6,8,3,18,5,0,12,2,9,5,20,6,13,3,7,12,4,3,7,7,2,2,9,3,7,2,6,2,7,12,5,13,6,3,9,16,2,7,6,1,13,3,11,6,10,1,5,10,11,4,4,4,15,8,6,10,6,5,6,2,9,6,2,8,2,9,4,8,1,1,4,8,2,4,1,7,3,3,4,3,8,6,4,5,1,9,3,6,1,5,1,1,2,1,6,6
7,13,5,17,44,19,153,17,25,10,6,13,153,6,6,25,22,52,47,9,8,1,74,36,65,26,11,20,12,154,4,23,20,7,24,57,5,29,14,2,20,17,7,7,47,25,7,13,45,17,1,17,14,31,14,18,13,42,63,14,12,75,7,8,17,9,13,7,45,12,3,36,4,57,1,9,24,20,33,12,35,21,26,28,34,10,7,2,15,13,4,3,22,5,37,6,46,5,15,24,29,25,31,2,7,27,0,10,15,4,7,13,26,20,5,36,30,21,9,16,16,9,8,20,12,12,17,9,8,2,5,6,16,4,17,3,17,9,9,13,8,2,9,9,16,9,18,12,23,29,11,10,1,4,19,22,2,22,15,5,8,21,16,10,16,2,9,14,3,7,10,15,15,6,7,8,14,4,19,7,8,6,7,26,13,0,7,3,8,11,4,10,11,7,6,11,7,13,8,9,37,6,7,9,19,4,20,8,11,5,12,6,18,9,10,6,11,25,7,2,5,3,14,4,4,2,9,4,4,5,4,1,4,3,6,14,1,23,3,6,12,5,8,1,5,19,4,6
0,11,5,16,14,10,54,8,6,4,5,4,61,2,2,15,0,7,29,3,2,0,41,21,14,18,2,10,2,41,5,3,12,5,4,16,4,15,0,5,6,2,1,0,11,2,5,5,9,4,2,3,3,9,1,2,6,15,22,10,0,17,6,4,2,4,3,5,17,7,3,17,2,13,2,4,12,1,10,6,7,4,6,13,11,2,4,0,4,2,3,2,10,10,6,6,12,6,9,2,1,12,15,0,2,2,3,4,3,0,5,4,9,7,1,16,2,3,3,13,3,5,1,3,2,1,2,5,3,2,4,17,1,3,11,4,8,0,6,3,3,1,7,3,4,4,10,16,6,7,6,2,2,3,0,9,4,2,4,3,5,8,6,13,13,10,9,7,2,2,3,7,2,6,4,1,4,11,8,0,2,9,7,10,6,1,3,0,0,3,7,1,8,3,4,1,2,2,5,3,10,2,2,5,10,1,0,0,3,3,2,1,0,1,4,3,3,3,0,2,2,1,1,2,1,16,8,1,1,3,3,1,1,2,6,7,4,0,4,1,8,5,6,3,1,3,1,6
